This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:   782909
Number of nonzeros in inequality constraint Jacobian.:     3392
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     2527
                     variables with only lower bounds:        0
                variables with lower and upper bounds:      536
                     variables with only upper bounds:        0
Total number of equality constraints.................:     2430
Total number of inequality constraints...............:      361
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:      361

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  3.6268000e-02 6.05e+00 1.00e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  3.6073623e-02 6.00e+00 1.68e+01  -0.2 1.46e+01    -  8.42e-02 7.26e-03h  1
   2  3.4675035e-02 5.99e+00 1.99e+02   1.8 1.25e+02    -  8.14e-03 2.76e-03f  1
   3  3.5783895e-02 5.81e+00 7.28e+02   0.9 1.58e+01    -  9.52e-02 2.98e-02h  1
   4  7.5127137e-02 5.58e+00 3.94e+03   1.8 4.51e+01    -  1.59e-01 3.70e-02f  1
   5  2.2840199e-01 5.19e+00 1.18e+04   2.1 4.44e+01    -  3.30e-01 6.78e-02f  1
   6  1.7083190e+00 5.30e+00 2.59e+04   2.6 5.99e+01    -  4.83e-01 1.52e-01f  1
   7  2.3675574e+00 4.20e+00 4.35e+04  -3.7 3.27e+01    -  1.66e-01 2.66e-01h  1
   8  7.1873806e+00 6.64e+00 1.99e+05   2.8 5.47e+01    -  2.77e-01 2.95e-01f  1
   9  1.2426876e+01 5.63e+00 2.97e+05   2.3 5.27e+01    -  3.13e-01 2.59e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  1.4902075e+01 3.58e+00 5.11e+05   2.3 2.55e+01    -  5.50e-01 3.73e-01h  1
  11  1.7266167e+01 2.47e+00 4.12e+05   1.7 2.41e+01    -  5.18e-01 4.18e-01h  1
  12  1.9308222e+01 1.66e+00 4.08e+05   2.3 1.48e+01    -  1.00e+00 4.49e-01f  1
  13  2.2453419e+01 1.92e+00 4.06e+05   2.4 1.81e+01    -  9.12e-01 5.84e-01f  1
  14  2.4355257e+01 1.25e+00 4.08e+05   2.4 2.17e+01    -  7.57e-01 3.87e-01f  1
  15  2.5543234e+01 9.84e-01 3.50e+05   2.6 8.50e+00    -  1.00e+00 6.09e-01f  1
  16  2.6355247e+01 4.41e-01 1.95e+05   2.1 6.81e+00    -  1.00e+00 1.00e+00h  1
  17  2.6032948e+01 3.81e-01 9.53e+04   1.8 6.97e+00    -  1.00e+00 1.00e+00h  1
  18  2.5467052e+01 2.17e-01 7.70e+04   1.2 6.08e+00    -  1.00e+00 1.00e+00h  1
  19  2.5450502e+01 1.01e-01 2.89e+04   1.3 3.23e+00    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  2.5368944e+01 3.85e-02 1.62e+04   0.7 1.81e+00    -  1.00e+00 1.00e+00h  1
  21  2.5328180e+01 4.09e-03 3.40e+03   0.3 5.95e-01    -  1.00e+00 1.00e+00h  1
  22  2.5372308e+01 5.69e-03 5.85e+03   0.7 5.89e-01    -  1.00e+00 1.00e+00f  1
  23  2.5386065e+01 5.57e-03 7.69e+03   0.6 5.68e-01    -  1.00e+00 1.00e+00f  1
  24  2.5487575e+01 1.01e-02 1.32e+04   0.6 7.51e-01    -  1.00e+00 1.00e+00f  1
  25  2.5575241e+01 9.16e-03 1.62e+04   0.6 7.10e-01    -  1.00e+00 1.00e+00f  1
  26  2.5758589e+01 1.32e-02 1.23e+04   0.6 9.28e-01    -  1.00e+00 1.00e+00f  1
  27  2.5809917e+01 5.35e-03 1.01e+04   0.6 7.36e-01    -  1.00e+00 1.00e+00f  1
  28  2.5875819e+01 9.06e-03 6.55e+03   0.6 6.00e-01    -  1.00e+00 1.00e+00f  1
  29  2.6048473e+01 1.92e-02 1.50e+04   0.6 7.66e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  2.6217429e+01 1.31e-02 2.08e+04   0.6 9.05e-01    -  1.00e+00 1.00e+00f  1
  31  2.6275944e+01 5.43e-03 5.61e+03   0.6 8.38e-01    -  1.00e+00 1.00e+00h  1
  32  2.6313410e+01 3.85e-03 4.18e+03   0.6 4.68e-01    -  1.00e+00 1.00e+00f  1
  33  2.6405788e+01 3.64e-03 5.63e+03   0.6 5.01e-01    -  1.00e+00 1.00e+00f  1
  34  2.6485375e+01 3.93e-03 6.87e+03   0.6 4.57e-01    -  1.00e+00 1.00e+00f  1
  35  2.6603239e+01 4.71e-03 5.33e+03   0.6 7.37e-01    -  1.00e+00 1.00e+00f  1
  36  2.6710437e+01 5.98e-03 9.23e+03   0.6 5.44e-01    -  1.00e+00 1.00e+00f  1
  37  2.6769677e+01 4.93e-03 1.05e+04   0.6 7.66e-01    -  1.00e+00 1.00e+00h  1
  38  2.6876880e+01 5.70e-03 8.24e+03   0.6 8.08e-01    -  1.00e+00 1.00e+00f  1
  39  2.6928252e+01 3.22e-03 4.34e+03   0.6 4.18e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  2.7005123e+01 2.76e-04 2.98e+03   0.6 3.99e-01    -  1.00e+00 1.00e+00H  1
  41  2.6886731e+01 6.93e-05 5.47e+03  -0.5 5.82e-01    -  9.88e-01 1.00e+00H  1
  42  2.6927369e+01 4.77e-05 1.23e+03  -1.4 4.95e-01    -  1.00e+00 1.00e+00H  1
  43  2.6922285e+01 3.89e-05 2.02e+03  -2.5 2.61e-01    -  1.00e+00 1.00e+00H  1
  44  2.6909410e+01 2.58e-04 1.12e+03  -3.4 1.49e-01    -  1.00e+00 1.00e+00h  1
  45  2.6894901e+01 1.00e-04 6.47e+02  -3.5 8.85e-02    -  1.00e+00 1.00e+00h  1
  46  2.6882915e+01 1.01e-04 7.71e+02  -3.5 4.74e-02    -  1.00e+00 1.00e+00h  1
  47  2.6789703e+01 5.19e-03 3.27e+03  -3.9 3.35e-01    -  1.00e+00 1.00e+00h  1
  48  2.6745793e+01 5.89e-03 7.44e+03  -4.0 4.30e+00    -  4.28e-01 3.22e-02h  1
  49  2.6702241e+01 6.84e-03 9.92e+03  -4.0 2.20e+00    -  3.46e-01 6.29e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  2.6675149e+01 6.73e-03 1.25e+04  -4.0 6.68e-01    -  7.12e-01 1.14e-01h  1
  51  2.6581662e+01 1.60e-02 1.17e+04  -4.0 1.61e+00    -  3.08e-01 1.48e-01h  1
  52  2.6497917e+01 2.01e-02 9.17e+03  -4.0 1.32e+00    -  8.22e-02 1.86e-01h  1
  53  2.6488922e+01 1.99e-02 9.90e+03  -4.0 1.35e+00    -  1.33e-01 1.71e-02h  1
  54  2.6449962e+01 2.17e-02 9.80e+03  -4.0 2.17e+00    -  6.67e-02 4.95e-02h  1
  55  2.6446883e+01 2.12e-02 9.99e+03  -4.0 8.86e-01    -  5.39e-02 2.47e-02h  1
  56  2.6442660e+01 1.96e-02 8.72e+03  -4.0 8.60e-01    -  5.45e-02 8.71e-02h  1
  57  2.6441695e+01 1.82e-02 8.37e+03  -4.0 1.54e-01    -  1.33e-01 7.37e-02h  1
  58  2.6439350e+01 1.52e-02 6.77e+03  -4.0 1.24e-01    -  1.11e-01 1.61e-01h  1
  59  2.6414006e+01 3.41e-02 7.69e+03  -4.0 4.07e-01    -  5.29e-02 9.27e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60  2.6401128e+01 3.08e-02 7.68e+03  -4.0 4.56e-01    -  7.07e-02 1.17e-01h  1
  61  2.6389677e+01 3.06e-02 5.11e+03  -4.0 1.94e+00    -  1.40e-01 2.35e-02h  1
  62  2.6367924e+01 3.06e-02 3.65e+03  -4.0 1.23e+00    -  1.30e-01 5.35e-02h  1
  63  2.6345370e+01 2.59e-02 4.43e+03  -4.0 2.78e-01    -  4.65e-02 1.57e-01h  1
  64  2.6334501e+01 3.72e-03 5.07e+03  -4.0 6.21e-02    -  4.80e-01 8.50e-01h  1
  65  2.6322365e+01 6.99e-05 2.72e+01  -3.1 6.59e-02    -  1.00e+00 1.00e+00f  1
  66  2.6329054e+01 3.07e-02 8.62e+02  -1.5 4.24e-01    -  9.90e-01 6.72e-01f  1
  67  2.6223411e+01 1.60e-02 8.26e+02  -1.6 7.81e-01    -  4.50e-01 1.00e+00f  1
  68  2.6148228e+01 8.82e-03 3.65e+02  -1.6 2.47e-01    -  9.75e-01 8.32e-01h  1
